"CensusTract","State","County","Urban","Pop2010","OHU2010","LowIncomeTracts","PovertyRate","MedianFamilyIncome","foodDesert"
"4013422104","Arizona","Maricopa County","1",5807,2402,"1",24.3,48451,2
"20209044301","Kansas","Wyandotte County","1",2300,957,"1",21.4,61346,2
"49005000401","Utah","Cache County","1",3338,1146,"0",18.4,63026,2
"16005000800","Idaho","Bannock County","1",2916,1223,"1",50.5,36776,2
"51710001600","Virginia","Norfolk city","1",1678,753,"1",22.3,58170,2
"48387950100","Texas","Red River County","0",2645,1166,"1",17.7,51875,2
"48365950100","Texas","Panola County","0",4740,1850,"1",13.2,54792,2
"22071000903","Louisiana","Orleans Parish","1",508,193,"1",40.1,24861,2
"22067950500","Louisiana","Morehouse Parish","1",4491,1770,"1",43.8,27000,2
"53053071706","Washington","Pierce County","1",1909,751,"1",15.6,50653,2
"29023950400","Missouri","Butler County","1",3323,1371,"1",31.8,32763,2
"9001044400","Connecticut","Fairfield County","1",3572,1199,"1",16.6,59125,2
"42085030300","Pennsylvania","Mercer County","1",3449,1473,"1",21.5,56042,2
"51590001000","Virginia","Danville city","1",3703,1570,"1",38.2,32684,2
"19153005000","Iowa","Polk County","1",4076,1155,"1",35.5,40871,2
"18095001100","Indiana","Madison County","1",2585,934,"1",33.2,49167,2
"54059957100","West Virginia","Mingo County","0",4275,1673,"1",26.9,40508,2
"9009125400","Connecticut","New Haven County","1",3394,1376,"1",20.2,50938,2
"21085950700","Kentucky","Grayson County","0",2296,975,"1",26,54107,2
"28001000400","Mississippi","Adams County","1",3208,1271,"1",55,16346,2
"29510107400","Missouri","St. Louis city","1",2788,931,"1",41.5,27245,2
"40021978000","Oklahoma","Cherokee County","1",4123,1740,"1",25.7,46829,2
"53029970100","Washington","Island County","0",2604,1044,"0",4.4,74526,2
"48303010402","Texas","Lubbock County","0",2065,762,"0",19.9,68704,2
"26099255700","Michigan","Macomb County","1",1768,712,"1",15.7,51094,2
"6071009709","California","San Bernardino County","1",6356,1934,"1",21.7,54375,2
"48375013000","Texas","Potter County","1",1695,658,"1",23.5,38925,2
"53033028403","Washington","King County","1",4986,2239,"1",8.1,63953,2
"35029000500","New Mexico","Luna County","1",4338,1718,"1",34.9,44779,2
"48167724600","Texas","Galveston County","1",1793,579,"1",58.2,19722,2
"46007941000","South Dakota","Bennett County","0",1619,543,"1",27.1,55313,2
"36063023700","New York","Niagara County","1",2059,1026,"1",29.2,37560,2
"48485010400","Texas","Wichita County","1",2392,1003,"1",37.2,24655,2
"51770000900","Virginia","Roanoke city","1",5361,2220,"1",45.3,26570,2
"47037010904","Tennessee","Davidson County","1",2888,1152,"1",41.1,31587,2
"36101962400","New York","Steuben County","1",3035,1372,"1",13.4,60491,2
"17163503411","Illinois","St. Clair County","1",3391,1352,"1",22.5,62383,2
"20165972200","Kansas","Rush County","0",2074,935,"0",8.4,69750,2
"48029130300","Texas","Bexar County","1",3303,1011,"1",26.2,35243,2
"17135958000","Illinois","Montgomery County","0",5809,1605,"1",16.4,63750,2
"9011697000","Connecticut","New London County","1",4768,2088,"1",14.8,50383,2
"48029120502","Texas","Bexar County","1",5155,1864,"1",31.8,36941,2
"51770002300","Virginia","Roanoke city","1",6971,2957,"1",18.7,56212,2
"41005021900","Oregon","Clackamas County","1",3515,1384,"1",20.8,63841,2
"1073010401","Alabama","Jefferson County","1",3765,1469,"1",32.2,40492,2
"42081001000","Pennsylvania","Lycoming County","1",3071,1336,"1",22.9,58250,2
"48453002108","Texas","Travis County","1",3143,1273,"1",15.1,61953,2
"48265960600","Texas","Kerr County","1",7512,2675,"1",24.1,50156,2
"39099800400","Ohio","Mahoning County","1",951,459,"1",18.2,46406,2
"48215020501","Texas","Hidalgo County","1",5232,1704,"1",31.5,35532,2
"8041006200","Colorado","El Paso County","1",4669,1911,"1",31.9,37473,2
"37067001602","North Carolina","Forsyth County","1",3077,1258,"1",45.1,25972,2
"39099802600","Ohio","Mahoning County","1",1806,738,"1",29.3,48194,2
"42019910400","Pennsylvania","Butler County","1",3625,1241,"1",35,79805,2
"12031011800","Florida","Duval County","1",3121,1104,"1",39,44861,2
"47019070500","Tennessee","Carter County","1",4108,1728,"1",17.1,46875,2
"18089041500","Indiana","Lake County","1",1650,672,"1",57.1,19493,2
"48047950100","Texas","Brooks County","0",2042,743,"1",34,29786,2
"48093950400","Texas","Comanche County","0",2016,777,"0",14.2,56555,2
"37135011300","North Carolina","Orange County","1",2926,1161,"1",53.7,37656,2
"17057953900","Illinois","Fulton County","0",2907,1195,"1",16.8,52550,2
"48375012800","Texas","Potter County","1",5053,1611,"1",25.6,40456,2
"29035960100","Missouri","Carter County","0",3728,1458,"1",17.8,50188,2
"17025971900","Illinois","Clay County","0",2517,987,"0",9.6,65231,2
"45019004000","South Carolina","Charleston County","1",2762,961,"1",27.3,32083,2
"6065043001","California","Riverside County","0",5593,1670,"1",23.3,43514,2
"21107971300","Kentucky","Hopkins County","1",5143,1999,"0",16.5,55607,2
"17031827000","Illinois","Cook County","1",3624,1188,"1",31.3,40662,2
"26053950600","Michigan","Gogebic County","1",2897,1331,"1",22.4,51700,2
"47113000500","Tennessee","Madison County","1",4531,1427,"1",45.8,22729,2
"47037014200","Tennessee","Davidson County","1",2249,851,"1",55.4,16518,2
"4019940800","Arizona","Pima County","0",4462,1218,"1",52.3,26250,2
"21111005300","Kentucky","Jefferson County","1",2180,592,"1",50.5,26618,2
"55067960700","Wisconsin","Langlade County","1",4126,1846,"0",19.6,60313,2
"17097862401","Illinois","Lake County","1",3766,1252,"1",25,42091,2
"13127000501","Georgia","Glynn County","1",3843,1546,"1",30.5,37384,2
"39049006942","Ohio","Franklin County","1",1167,537,"1",25.4,42083,2
"53011042400","Washington","Clark County","1",1995,796,"1",27.1,74250,2
"26033971000","Michigan","Chippewa County","0",2922,1258,"0",11.3,61806,2
"4019003600","Arizona","Pima County","1",4552,1214,"1",15.8,49861,2
"39049009337","Ohio","Franklin County","1",3857,1468,"1",29.1,40094,2
"37017950200","North Carolina","Bladen County","0",3366,1294,"1",26.5,43098,2
"6079012800","California","San Luis Obispo County","1",1107,44,"1",45.6,7500,2
"6025012400","California","Imperial County","0",1266,706,"1",15.1,43419,2
"48029181808","Texas","Bexar County","1",1478,646,"1",24.1,95089,2
"22071012900","Louisiana","Orleans Parish","1",1397,761,"1",23.3,76830,2
"39153504500","Ohio","Summit County","1",1934,712,"1",32.2,30288,2
"20169000100","Kansas","Saline County","1",5598,2539,"1",19.1,50078,2
"8077001302","Colorado","Mesa County","1",4909,1842,"0",4.4,75058,2
"36049950700","New York","Lewis County","0",5000,2006,"1",11,61250,2
"36105951800","New York","Sullivan County","1",6354,2543,"1",22.9,47070,2
"39099804300","Ohio","Mahoning County","1",968,396,"1",37.1,31429,2
"12105013702","Florida","Polk County","1",5252,1957,"1",25.3,48424,2
"28163950300","Mississippi","Yazoo County","1",4612,1601,"1",46.8,25799,2
"48453001100","Texas","Travis County","1",5512,3113,"0",13.8,225986,2
"35009000100","New Mexico","Curry County","1",4966,1599,"1",37.7,30013,2
"39127966200","Ohio","Perry County","1",6073,2288,"1",27.2,44945,2
"51680000500","Virginia","Lynchburg city","1",367,235,"1",29.2,62188,2
"6039000502","California","Madera County","1",10473,2645,"1",18.9,46377,2
"8087000700","Colorado","Morgan County","1",5979,2286,"1",13.4,57764,2
"55003950500","Wisconsin","Ashland County","0",2201,797,"0",9.2,66935,2
"34011010200","New Jersey","Cumberland County","0",5178,1880,"1",17.8,52853,2
"22057020500","Louisiana","Lafourche Parish","1",5935,2278,"0",15.9,53770,2
"31055006000","Nebraska","Douglas County","1",4155,1415,"1",28.1,31667,2
"28035001000","Mississippi","Forrest County","1",4344,2057,"1",47.3,41875,2
"25009205600","Massachusetts","Essex County","1",3881,1524,"1",27.7,45417,2
"33011010500","New Hampshire","Hillsborough County","1",3903,1702,"1",23.7,43545,2
"8101001000","Colorado","Pueblo County","1",4758,1751,"1",41.3,35441,2
"34023007402","New Jersey","Middlesex County","1",4827,1828,"0",5.5,95278,2
"48303001300","Texas","Lubbock County","1",3254,1073,"1",31.5,38684,2
"13007960200","Georgia","Baker County","0",1253,510,"1",10.1,53112,2
"51650010400","Virginia","Hampton city","1",6628,2714,"1",37.8,45038,2
"26021002100","Michigan","Berrien County","1",2649,1028,"1",29,29306,2
"28053950200","Mississippi","Humphreys County","0",2574,981,"1",45.8,31458,2
"48305950400","Texas","Lynn County","0",1917,734,"1",14.3,52366,2
"5143010600","Arkansas","Washington County","1",6485,3223,"1",32.5,35489,2
"48439103602","Texas","Tarrant County","1",2105,803,"1",37.2,37986,2
"37119003802","North Carolina","Mecklenburg County","1",3414,1353,"1",32.7,37333,2
"13245010511","Georgia","Richmond County","1",3380,948,"1",40.7,24931,2
"48061010601","Texas","Cameron County","1",8795,2843,"1",34.6,36667,2
"48215024302","Texas","Hidalgo County","0",1641,489,"1",68.2,21296,2
"49035111500","Utah","Salt Lake County","1",1794,685,"1",22.7,47667,2
"37119004400","North Carolina","Mecklenburg County","1",4249,1455,"1",11.3,46810,2
"16049960400","Idaho","Idaho County","0",1389,704,"1",12.2,42750,2
"27053100400","Minnesota","Hennepin County","1",2961,975,"1",43.7,31316,2
"1041963900","Alabama","Crenshaw County","0",1408,592,"0",18.7,56688,2
"18153050300","Indiana","Sullivan County","1",5745,2420,"1",14.4,52242,2
"48469000202","Texas","Victoria County","1",5475,1785,"1",26.6,43937,2
"28005950200","Mississippi","Amite County","0",3632,1525,"1",33.5,32215,2
"48141010311","Texas","El Paso County","1",6997,2177,"0",16.2,66429,2
"42037051200","Pennsylvania","Columbia County","1",4261,1974,"1",27.6,71622,2
"48355001601","Texas","Nueces County","1",4738,1585,"1",27,36534,2
"6081611900","California","San Mateo County","1",10325,2526,"0",8.7,100763,2
"26109960200","Michigan","Menominee County","0",4088,1619,"1",13.3,54969,2
"8077000800","Colorado","Mesa County","1",8230,2764,"1",18.5,54676,2
"1055000200","Alabama","Etowah County","1",3660,1445,"1",29.4,34452,2
"6077002701","California","San Joaquin County","1",6409,1755,"1",24.3,43664,2
"48029190200","Texas","Bexar County","1",4375,2069,"0",19.5,95250,2
"37129011400","North Carolina","New Hanover County","1",1420,653,"1",35.4,34356,2
"34029736002","New Jersey","Ocean County","0",1603,621,"0",2.4,93333,2
"6029003600","California","Kern County","1",4531,1423,"1",27.1,41328,2
"12031013402","Florida","Duval County","1",4772,1926,"1",32.1,39449,2
"48201312000","Texas","Harris County","1",4089,1267,"0",11.2,120909,2
"6073007600","California","San Diego County","1",5607,2887,"0",14.7,98958,2
"13135050105","Georgia","Gwinnett County","1",3651,1276,"1",16.8,52037,2
"12127090101","Florida","Volusia County","0",4758,1689,"0",17.1,54217,2
"48187210200","Texas","Guadalupe County","1",4528,1474,"1",24.1,40045,2
"21067000900","Kentucky","Fayette County","1",4420,1947,"1",65,40653,2
"55041950100","Wisconsin","Forest County","0",1260,570,"1",12.2,53261,2
"8099000600","Colorado","Prowers County","0",1424,545,"1",16,48800,2
"17031520100","Illinois","Cook County","1",2075,575,"1",13.6,46620,2
"29087960200","Missouri","Holt County","0",1735,773,"0",9.3,64750,2
"12095016508","Florida","Orange County","1",8744,2328,"1",29.3,49925,2
"12073001802","Florida","Leon County","1",5207,2118,"1",23,49722,2
"13089022005","Georgia","DeKalb County","1",3855,1432,"1",31.2,43889,2
"48453000401","Texas","Travis County","1",3574,1730,"1",23.9,109760,2
"48029131100","Texas","Bexar County","1",2438,819,"1",22.3,41176,2
"26107960100","Michigan","Mecosta County","0",2481,999,"0",15.4,55815,2
"48113003400","Texas","Dallas County","1",1146,552,"1",26.5,38099,2
"17191955000","Illinois","Wayne County","0",4360,1712,"1",15.4,55938,2
"54097966800","West Virginia","Upshur County","1",3869,1679,"1",28.7,57895,2
"26021002200","Michigan","Berrien County","1",2682,1003,"1",60.1,21114,2
"31041972000","Nebraska","Custer County","0",1442,604,"0",6.8,68365,2
"51810045415","Virginia","Virginia Beach city","1",1974,618,"0",6.3,79569,2
"20173006100","Kansas","Sedgwick County","1",2929,1013,"1",35,50554,2
"48157675200","Texas","Fort Bend County","1",5623,1927,"1",24.7,52593,2
"29095010204","Missouri","Jackson County","1",4475,1955,"1",30.4,47702,2
"40143008002","Oklahoma","Tulsa County","1",2791,995,"1",29.2,38281,2
"45083021802","South Carolina","Spartanburg County","1",6059,2012,"1",42.2,32375,2
"47125100800","Tennessee","Montgomery County","1",2958,862,"1",45.3,21541,2
"1073000500","Alabama","Jefferson County","1",2864,1190,"1",30.4,39047,2
"27029000300","Minnesota","Clearwater County","0",3183,1318,"1",15,64583,2
"6025011400","California","Imperial County","1",4580,1220,"1",38.6,32428,2
"8041002300","Colorado","El Paso County","1",1546,854,"1",31.6,47500,2
"38001965600","North Dakota","Adams County","0",2343,1098,"0",8.3,72614,2
"12011042700","Florida","Broward County","1",4980,2251,"1",29.3,43868,2
"34021001200","New Jersey","Mercer County","1",3668,1512,"0",11.5,96480,2
"34001011300","New Jersey","Atlantic County","1",4603,1723,"1",10.2,68298,2
"51710003300","Virginia","Norfolk city","1",2651,940,"1",28.1,37802,2
"28035000600","Mississippi","Forrest County","1",7652,2566,"1",41,29158,2
"12057003700","Florida","Hillsborough County","1",2014,390,"1",30.4,28750,2
"21175950100","Kentucky","Morgan County","0",2579,973,"1",27,33083,2
"38015011500","North Dakota","Burleigh County","0",1500,627,"0",6,90313,2
"6087123100","California","Santa Cruz County","1",2638,778,"1",12.9,64276,2
"6013317000","California","Contra Costa County","1",2144,995,"1",10.1,81250,2
"16047960100","Idaho","Gooding County","0",7474,2743,"0",13.6,65827,2
"53043960200","Washington","Lincoln County","0",3115,1239,"0",16.9,76042,2
"30011000300","Montana","Carter County","0",1160,532,"0",13.3,63750,2
"29127960900","Missouri","Marion County","1",3426,1431,"1",19.4,45368,2
"55019950600","Wisconsin","Clark County","0",4797,1664,"0",14.9,62064,2
"24510260403","Maryland","Baltimore city","1",1575,651,"1",28,36534,2
"4019003705","Arizona","Pima County","1",6064,1784,"1",32.5,34679,2
"5119002600","Arkansas","Pulaski County","1",1342,446,"1",35,23603,2
"22017020700","Louisiana","Caddo Parish","1",1111,519,"1",28.7,27708,2
"4013116000","Arizona","Maricopa County","1",5558,1846,"1",25.1,48063,2
"26065002902","Michigan","Ingham County","1",3886,1922,"1",31.2,39722,2
"42017100103","Pennsylvania","Bucks County","1",2402,1045,"1",12.7,71645,2
"37119003201","North Carolina","Mecklenburg County","1",2785,1123,"1",20.3,40441,2
"22071002200","Louisiana","Orleans Parish","1",1058,385,"1",58.8,17153,2
"22079012900","Louisiana","Rapides Parish","1",2616,1004,"1",29.5,34625,2
"39049004900","Ohio","Franklin County","1",5651,2129,"1",45.7,31250,2
"47181950400","Tennessee","Wayne County","0",3077,1267,"1",28.9,42057,2
"5011950500","Arkansas","Bradley County","0",2964,1169,"1",21.5,65000,2
"53011042300","Washington","Clark County","1",2858,1390,"1",20.3,73528,2
"45075011300","South Carolina","Orangeburg County","1",3151,1288,"1",45.2,23429,2
"47093002400","Tennessee","Knox County","1",3644,1521,"1",37.9,31715,2
"26161412600","Michigan","Washtenaw County","1",2523,1471,"1",5.8,54958,2
"12033003400","Florida","Escambia County","1",5187,2234,"0",17.7,56091,2
"51143010700","Virginia","Pittsylvania County","0",1833,774,"1",18.2,59432,2
"26105950500","Michigan","Mason County","1",3560,1480,"0",17.8,56950,2
"22071001302","Louisiana","Orleans Parish","1",1113,402,"1",38.3,27917,2
"22039950500","Louisiana","Evangeline Parish","1",3348,1301,"1",40,24779,2
"6029006004","California","Kern County","0",1601,699,"1",20.7,40156,2
"55073000700","Wisconsin","Marathon County","1",5382,2378,"1",29.2,47045,2
"39009973600","Ohio","Athens County","0",3972,1606,"0",15.3,60536,2
"17029000500","Illinois","Coles County","1",6239,2678,"1",25.7,39939,2
"36001002000","New York","Albany County","1",5771,2414,"1",22.6,50170,2
"10003015400","Delaware","New Castle County","1",3190,1060,"1",25.2,47731,2
"26147621000","Michigan","St. Clair County","1",3684,1365,"1",28.9,50069,2
"45091060901","South Carolina","York County","1",4293,1860,"1",21.2,49269,2
"1063060200","Alabama","Greene County","0",2821,1184,"1",46.5,27167,2
"27135970200","Minnesota","Roseau County","0",2160,885,"0",7.4,73750,2
"34011030200","New Jersey","Cumberland County","1",5578,1992,"1",31.5,41852,2
"24510280301","Maryland","Baltimore city","1",4101,1877,"1",23.3,49909,2
"12105011100","Florida","Polk County","1",3169,1016,"1",45.2,27157,2
"26097950300","Michigan","Mackinac County","0",2021,937,"1",18.6,51875,2
"29087960100","Missouri","Holt County","0",1432,623,"1",15.4,49375,2
"53061053700","Washington","Snohomish County","0",3065,1267,"1",12.2,59696,2
"24033801706","Maryland","Prince George's County","1",1522,527,"1",7,84125,2
"48453002310","Texas","Travis County","1",3242,919,"1",26,45745,2
"37133000800","North Carolina","Onslow County","1",1121,438,"1",5,43005,2
"41059950700","Oregon","Umatilla County","1",2474,1056,"0",10.5,62604,2
"26065005201","Michigan","Ingham County","1",5516,2266,"1",23.4,37415,2
"48113008500","Texas","Dallas County","1",4933,1224,"1",27.2,51417,2
"48113011105","Texas","Dallas County","1",4140,1350,"1",30.1,34489,2
"41057960100","Oregon","Tillamook County","0",3553,1693,"0",7.3,67500,2
"39061003800","Ohio","Hamilton County","1",2434,968,"1",36.3,57750,2
"5087960400","Arkansas","Madison County","0",3295,1368,"1",17.3,53188,2
"47181950100","Tennessee","Wayne County","0",4559,1141,"0",13.6,59693,2
"6105000200","California","Trinity County","0",2281,1003,"1",16.8,57969,2
"36087010702","New York","Rockland County","1",4309,1078,"1",18.3,48431,2
"40143007609","Oklahoma","Tulsa County","1",4779,2235,"1",21.6,34967,2
"42095010700","Pennsylvania","Northampton County","1",4780,1657,"0",7.4,63380,2
"28017950300","Mississippi","Chickasaw County","1",4225,1595,"1",21.8,45081,2
"34029729000","New Jersey","Ocean County","1",2010,831,"0",13.8,78750,2
"39101000200","Ohio","Marion County","1",3425,1224,"1",40.7,28673,2
